thr,precision,recall,coverage,F1,alerts,Fbeta
0.027051397655545532,0.11512392991061954,0.1265757516490941,0.13905801419715608,0.1205785449711832,1484105,0.11724546447199463
0.027065527065527065,0.11511596472552801,0.12650166835576576,0.13898624135165322,0.12054055332346689,1483339,0.11722613778471734
0.028507885159725032,0.1146169444388098,0.12139436611370896,0.13395558329023213,0.11790834332020976,1429648,0.11591120401877193
0.028985507246376812,0.11434688833037093,0.11833843026391433,0.13089183850922365,0.11630842334469087,1396951,0.11512350893013124
0.029153415114341965,0.11421226880590839,0.11694862768107439,0.12950707234253075,0.1155642524681516,1382172,0.11474924838482696
0.0299761010583817,0.11404417508673877,0.11540028685051176,0.12798082184593013,0.1147182233776372,1365883,0.11431284164474406
0.03215397891419352,0.11380090548537923,0.11264142500696384,0.12518823974753948,0.11321819673101602,1336079,0.1135671036851889
0.034477403323497434,0.11320530436271868,0.10724149375626003,0.11981389657214389,0.11014272871804373,1278721,0.11196006135459005
0.03470458084077685,0.11292343491296371,0.10469154679989806,0.11725696552654659,0.10865179389712079,1251432,0.11117509708035168
0.036622059202796806,0.11264230176716446,0.10118740702546687,0.11361510265578267,0.10660803404313775,1212564,0.11014843660283531
0.03673671199011127,0.11242305187301721,0.09910492565000681,0.11149386838771579,0.10534472392437544,1189925,0.1094805625046239
0.04054693307503434,0.11188094665794096,0.09448286897925075,0.10680905049959898,0.10244851106011107,1139926,0.10790694903965387
0.04128838714770665,0.11170795468691647,0.09307010057547903,0.10537490536478596,0.10154086642214115,1124620,0.10740620541448541
0.041888784362914176,0.11123495607200752,0.08916368851827487,0.10138129933211901,0.09898389278855842,1081998,0.10598778687046306
0.04354968241220705,0.11095623428420723,0.086334447546065,0.0984109716881423,0.09710894706076215,1050297,0.1049689966888968
0.043784094171691074,0.11085841557661742,0.08562102543131293,0.097683873409941,0.09661887442948809,1042537,0.1046869735035272
0.045452590224108504,0.10972337799480394,0.07843865014312892,0.09041532678195296,0.09148023907084644,964962,0.10161748774013933
0.04726820952876253,0.10919215185118826,0.07494636369563028,0.08681009991979431,0.08888476917548427,926486,0.1000489341299931
0.04947858264184795,0.1083512077529565,0.07099179749776269,0.08286774681988202,0.0857802844184809,884411,0.09803321796362788
0.052201030461900035,0.1071884978275034,0.06617712426435289,0.07808557646900088,0.08183198554418847,833373,0.09536816158779535
0.053975623911781775,0.10709754594555407,0.06566372704158739,0.07754559355955834,0.08141204220364998,827610,0.09509638064044332
0.05652940566331294,0.1067835058866449,0.06461989343859087,0.07653730688794441,0.08051577504948813,816849,0.09445710716473174
0.05923068794251295,0.10633806533326297,0.06269669114378679,0.07457048730576357,0.07888371572780785,795858,0.09334333936871977
0.06025608837559627,0.10617278322893202,0.06211810062289233,0.07399733522228968,0.078379190614202,789741,0.09298380321487157
0.06076116568975481,0.10586286278162314,0.060879427958442235,0.07273409566214667,0.07730337036373326,776259,0.09223281138745301
0.0637578145071508,0.10526583975863225,0.05815686692862519,0.06987545631038851,0.07492142994165821,745750,0.0905897113019845
0.06849919534859576,0.10429744499442076,0.05401116583397045,0.06549693794178717,0.07116765876695827,699020,0.08792516580187906
0.0732365845426932,0.1041140390369741,0.05328070456175287,0.06472495821058864,0.07048862278148772,690780,0.08743103500256263
0.07544335691442969,0.10344972163241103,0.05118118402882729,0.06257374050836913,0.06848151367875761,667822,0.08590392726404583
0.077019523553645,0.103113409810614,0.04959654238453378,0.060834139138126186,0.06697754175904214,649256,0.08481054287260544
0.0782137551341431,0.1023395712258929,0.04718661285256239,0.05831581176400039,0.06459146612608894,622379,0.08294897987887527
0.08018154311649017,0.10218543132149288,0.0467495214219251,0.05786278081360049,0.06415042167841836,617544,0.08259668566139129
0.08071442905879991,0.10129342133594199,0.04426180443195894,0.05526612171775094,0.06160451583599832,589831,0.08053853760801649
0.08107020720177027,0.10095542501727713,0.04328909079055764,0.054232536523570726,0.060595282044475056,578800,0.07971690288106624
0.08472156116135174,0.10029658165608633,0.04173852746119517,0.05263348250091824,0.058946434494022176,561734,0.07832031423767115
0.08652567457423532,0.09942887591372349,0.03925970046642842,0.04993965833876783,0.056292277099833435,532984,0.07610214121101695
0.08962976955043446,0.09898068051856343,0.038213644364632045,0.04882914689633977,0.05513948958932401,521132,0.07509696129701021
0.09098380468938848,0.09809901045755046,0.03620006045196736,0.04667193250728972,0.052884805304931275,498109,0.07310006259222779
0.0939787167168066,0.09723730066532897,0.03410572574957476,0.04436142781113435,0.050499045128510014,473450,0.07096520197112373
0.09566848567530696,0.09656015596603112,0.03247292996461782,0.042533843801299785,0.04860135149744121,453945,0.06923305825224317
0.09603609410248147,0.09613746191647866,0.03134834557189339,0.04124137039285795,0.047279778634769155,440151,0.06802101055929137
0.09695290858725764,0.09599164077272551,0.031102389038043254,0.0409799523263397,0.04698205509981295,437361,0.0677303344393981
0.1073365686554382,0.09556284163332027,0.02997039631598599,0.039665647229905475,0.045630245560765316,423334,0.06646856170937655
0.11451844753234305,0.09539493718375669,0.029009536001517226,0.038461531253982176,0.04448976461599202,410483,0.06544299617215796
0.1359605911330049,0.09515335184923193,0.02840131216329143,0.03775073646810138,0.04374549630889887,402897,0.06472739429057682
0.19402985074626866,0.09517321372945786,0.027840501632795785,0.03699759008147998,0.043079261599905085,394858,0.0641457183159752
0.5199394245330642,0.09575886554490029,0.027134487847376564,0.03583882404971253,0.042286546858439876,382491,0.06359295784429475
0.7334622823984525,0.09551619791610778,0.026377356589560776,0.034927327651472564,0.04133877008886588,372764,0.06266526522692904
0.8241069741069746,0.07444766199091737,0.013675035115481038,0.023232101763775513,0.023105838232845864,247946,0.03941508770011821
0.8321167883211679,0.0736041549205931,0.01324979701177628,0.02276763962910492,0.02245701180484185,242989,0.03851557506542371
0.8406471082966409,0.06133269480741602,0.007969880696264423,0.016435044637837595,0.014106669394113435,175404,0.02622050376124571
0.8502994011976048,0.06043357080144013,0.007597982563756082,0.01590124581168904,0.013498830895422887,169706,0.025277769562174045
0.8593418259023354,0.05930455005814172,0.007027541205127749,0.014987406957655896,0.012566019290151052,159954,0.023838387493667217
0.880071229482812,0.05620214845185087,0.0056666311066858694,0.012752141941577278,0.010295235980160572,136098,0.02019032595933744
0.8943785255786811,0.05521872508997802,0.005080632256458582,0.011637039285794598,0.009305108651186646,124197,0.018569061312018718
0.9029040515491217,0.05412630726798641,0.004259789366380409,0.009953844251051294,0.007897999059107937,106233,0.01619933692592367
0.9358305188824071,0.05418441826121139,0.003778247959746102,0.008819158664837677,0.007063932047743871,94123,0.01477127120980766
0.956029603831084,0.05432072631479914,0.0034219073188367145,0.007967348040207786,0.006438240836762229,85032,0.013666003929087081
0.9685377189846264,0.05595665183023952,0.002784790996212862,0.006294366112722721,0.005305541460922266,67177,0.01161231727359225
0.9715305515424493,0.0638318670576735,0.001935055621736631,0.0038341316422676472,0.0037562412277674243,40920,0.00862893720036577
0.9805547329977298,0.07472294356460993,0.0015135216826982914,0.00256180335364711,0.00296694750768422,27341,0.007000430373986772
0.9878800121199879,0.01098901098901099,7.408329332835494e-07,8.526539087154348e-06,1.4815659856154758e-06,91,3.703166058853678e-06
1.0,0.0,0.0,0.0,0.0,0,0.0
