issue_hour,coverage,f1,n
2025-02-08 19:00:00,0.19651892329487958,0.0,4941
2025-02-08 20:00:00,0.21088848411252784,0.0,4941
2025-02-08 21:00:00,0.20380489779396882,0.0,4941
2025-02-08 22:00:00,0.2345679012345679,0.0,4941
2025-02-08 23:00:00,0.21230520137623962,0.0,4941
2025-02-09 00:00:00,0.18478040882412466,0.0,4941
2025-02-09 01:00:00,0.2001619105444242,0.0,4941
2025-02-09 02:00:00,0.2001619105444242,0.0,4941
2025-02-09 03:00:00,0.23234163124873508,0.0,4941
2025-02-09 04:00:00,0.24488969844161101,0.0,4941
2025-02-09 05:00:00,0.24408014571949,0.0,4941
2025-02-09 06:00:00,0.26128314106456185,0.0,4941
2025-02-09 07:00:00,0.22201983404169195,0.0,4941
2025-02-09 08:00:00,0.22849625581866018,0.0,4941
2025-02-09 09:00:00,0.18397085610200364,0.0,4941
2025-02-09 10:00:00,0.19672131147540983,0.0,4941
2025-02-09 11:00:00,0.16757741347905283,0.0,4941
2025-02-09 12:00:00,0.14167172637117992,0.0,4941
2025-02-09 13:00:00,0.15341024084193483,0.0,4941
2025-02-09 14:00:00,0.16312487350738716,0.0,4941
2025-02-09 15:00:00,0.17122040072859745,0.0,4941
2025-02-09 16:00:00,0.16191054442420563,0.0,4941
2025-02-09 17:00:00,0.1649463671321595,0.0,4941
2025-02-09 18:00:00,0.17688726978344466,0.0,4941
2025-02-09 19:00:00,0.18073264521351953,0.0,4941
2025-02-09 20:00:00,0.1912568306010929,0.0,4941
2025-02-09 21:00:00,0.18356607974094313,0.0,4941
2025-02-09 22:00:00,0.19894758146124267,0.0,4941
2025-02-09 23:00:00,0.19753086419753085,0.0,4941
2025-02-10 00:00:00,0.1611009917020846,0.0,4941
2025-02-10 01:00:00,0.14288605545436148,0.0,4941
2025-02-10 02:00:00,0.12750455373406194,0.0,4941
2025-02-10 03:00:00,0.12446873102610807,0.0,4941
2025-02-10 04:00:00,0.13296903460837886,0.0,4941
2025-02-10 05:00:00,0.12831410645618296,0.0,4941
2025-02-10 06:00:00,0.13074276462254605,0.0,4941
2025-02-10 07:00:00,0.1404573972879984,0.0,4941
2025-02-10 08:00:00,0.10159886662618903,0.0,4941
2025-02-10 09:00:00,0.07893139040680024,0.0,4941
2025-02-10 10:00:00,0.11556365108277676,0.0,4941
2025-02-10 11:00:00,0.06274033596437968,0.0,4941
2025-02-10 12:00:00,0.04189435336976321,0.0,4941
2025-02-10 13:00:00,0.04594211698036835,0.0,4941
2025-02-10 14:00:00,0.039870471564460636,0.0,4941
2025-02-10 15:00:00,0.03825136612021858,0.0,4941
2025-02-10 16:00:00,0.03622748431491601,0.0,4941
2025-02-10 17:00:00,0.03946569520340012,0.0,4941
2025-02-10 18:00:00,0.04553734061930783,0.0,4941
2025-02-10 19:00:00,0.058287795992714025,0.0,4941
2025-02-10 20:00:00,0.05343047965998786,0.0,4941
2025-02-10 21:00:00,0.0475612224246104,0.0,4941
2025-02-10 22:00:00,0.04978749241044323,0.0,4941
2025-02-10 23:00:00,0.04088241246711192,0.0,4941
2025-02-11 00:00:00,0.05201376239627606,0.0,4941
2025-02-11 01:00:00,0.051406597854685286,0.0,4941
2025-02-11 02:00:00,0.058287795992714025,0.0,4941
2025-02-11 03:00:00,0.06557377049180328,0.0,4941
2025-02-11 04:00:00,0.071645415907711,0.0,4941
2025-02-11 05:00:00,0.07285974499089254,0.0,4941
2025-02-11 06:00:00,0.05666869054847197,0.0,4941
2025-02-11 07:00:00,0.0475612224246104,0.0,4941
2025-02-11 08:00:00,0.023679417122040074,0.0,4941
2025-02-11 09:00:00,0.016595830803481076,0.0,4941
2025-02-11 10:00:00,0.042501517911353974,0.0,4941
2025-02-11 11:00:00,0.03460837887067395,0.0,4941
2025-02-11 12:00:00,0.02388180530257033,0.0,4941
2025-02-11 13:00:00,0.02529852256628213,0.0,4941
2025-02-11 14:00:00,0.027120016191054443,0.0,4941
2025-02-11 15:00:00,0.027727180732645212,0.0,4941
2025-02-11 16:00:00,0.02934628617688727,0.0,4941
2025-02-11 17:00:00,0.03137016798218984,0.0,4941
2025-02-11 18:00:00,0.03258449706537138,0.0,4941
2025-02-11 19:00:00,0.03642987249544627,0.0,4941
2025-02-11 20:00:00,0.043513458814005264,0.0,4941
2025-02-11 21:00:00,0.0461445051608986,0.0,4941
2025-02-11 22:00:00,0.04553734061930783,0.0,4941
2025-02-11 23:00:00,0.04310868245294475,0.0,4941
2025-02-12 00:00:00,0.04735883424408015,0.0,4941
2025-02-12 01:00:00,0.039870471564460636,0.0,4941
2025-02-12 02:00:00,0.045334952438777575,0.0,4941
2025-02-12 03:00:00,0.06800242865816636,0.0,4941
2025-02-12 04:00:00,0.07832422586520947,0.0,4941
2025-02-12 05:00:00,0.06982392228293868,0.0,4941
2025-02-12 06:00:00,0.07285974499089254,0.0,4941
2025-02-12 07:00:00,0.06759765229710585,0.0,4941
2025-02-12 08:00:00,0.056466302367941715,0.0,4941
2025-02-12 09:00:00,0.055049585104229914,0.0,4941
2025-02-12 10:00:00,0.04735883424408015,0.0,4941
2025-02-12 11:00:00,0.04108480064764218,0.0,4941
2025-02-12 12:00:00,0.0344059906901437,0.0,4941
2025-02-12 13:00:00,0.035215543412264724,0.0,4941
2025-02-12 14:00:00,0.04007285974499089,0.0,4941
2025-02-12 15:00:00,0.030965391621129327,0.0,4941
2025-02-12 16:00:00,0.0532280914794576,0.0,4941
2025-02-12 17:00:00,0.0692167577413479,0.0,4941
2025-02-12 18:00:00,0.06253794778384943,0.0,4941
2025-02-12 19:00:00,0.0933009512244485,0.0,4941
2025-02-12 20:00:00,0.09390811576603926,0.0,4941
2025-02-12 21:00:00,0.08075288403157256,0.0,4941
2025-02-12 22:00:00,0.12284962558186602,0.0,4941
2025-02-12 23:00:00,0.12446873102610807,0.0,4941
2025-02-13 00:00:00,0.08965796397490386,0.0,4941
2025-02-13 01:00:00,0.10564663023679417,0.0,4941
2025-02-13 02:00:00,0.11657559198542805,0.0,4941
2025-02-13 03:00:00,0.14207650273224043,0.0,4941
2025-02-13 04:00:00,0.15421979356405585,0.0,4941
2025-02-13 05:00:00,0.1469338190649666,0.0,4941
2025-02-13 06:00:00,0.17749443432503542,0.0,4941
2025-02-13 07:00:00,0.17364905889496055,0.0,4941
2025-02-13 08:00:00,0.16514875531268974,0.0,4941
2025-02-13 09:00:00,0.16433920259056872,0.0,4941
2025-02-13 10:00:00,0.1526006881198138,0.0,4941
2025-02-13 11:00:00,0.12001619105444242,0.0,4941
2025-02-13 12:00:00,0.11434932199959523,0.0,4941
2025-02-13 13:00:00,0.10342036025096134,0.0,4941
2025-02-13 14:00:00,0.10767051204209674,0.0,4941
2025-02-13 15:00:00,0.08581258854482898,0.0,4941
2025-02-13 16:00:00,0.08419348310058693,0.0,4941
2025-02-13 17:00:00,0.07650273224043716,0.0,4941
2025-02-13 18:00:00,0.08662214126695,0.0,4941
2025-02-13 19:00:00,0.08601497672535924,0.0,4941
2025-02-13 20:00:00,0.08561020036429873,0.0,4941
2025-02-13 21:00:00,0.053632867840518114,0.0,4941
2025-02-13 22:00:00,0.08338393037846589,0.0,4941
2025-02-13 23:00:00,0.047156446063549885,0.0,4941
2025-02-14 00:00:00,0.04573972879983809,0.0,4941
2025-02-14 01:00:00,0.04573972879983809,0.0,4941
2025-02-14 02:00:00,0.07812183768467922,0.0,4941
2025-02-14 03:00:00,0.1092896174863388,0.0,4941
2025-02-14 04:00:00,0.12446873102610807,0.0,4941
2025-02-14 05:00:00,0.1196114146933819,0.0,4941
2025-02-14 06:00:00,0.1125278283748229,0.0,4941
2025-02-14 07:00:00,0.07893139040680024,0.0,4941
2025-02-14 08:00:00,0.053632867840518114,0.0,4941
2025-02-14 09:00:00,0.05302570329892734,0.0,4941
2025-02-14 10:00:00,0.03460837887067395,0.0,4941
2025-02-14 11:00:00,0.015786278081360048,0.0,4941
2025-02-14 12:00:00,0.015381501720299534,0.0,4941
2025-02-14 13:00:00,0.023679417122040074,0.0,4941
2025-02-14 14:00:00,0.021250758955676987,0.0,4941
2025-02-14 15:00:00,0.015583889900829791,0.0,4941
2025-02-14 16:00:00,0.01983404169196519,0.0,4941
2025-02-14 17:00:00,0.030965391621129327,0.0,4941
2025-02-14 18:00:00,0.03541793159279498,0.0,4941
2025-02-14 19:00:00,0.0461445051608986,0.0,4941
2025-02-14 20:00:00,0.055454361465290425,0.0,4941
2025-02-14 21:00:00,0.04007285974499089,0.0,4941
2025-02-14 22:00:00,0.06962153410240841,0.0,4941
2025-02-14 23:00:00,0.06213317142278891,0.0,4941
2025-02-15 00:00:00,0.07650273224043716,0.0,4941
2025-02-15 01:00:00,0.10119409026512852,0.0,4941
2025-02-15 02:00:00,0.1177899210686096,0.0,4941
2025-02-15 03:00:00,0.1540174053835256,0.0,4941
2025-02-15 04:00:00,0.13256425824731835,0.0,4941
2025-02-15 05:00:00,0.1196114146933819,0.0,4941
2025-02-15 06:00:00,0.09856304391823517,0.0,4941
2025-02-15 07:00:00,0.07285974499089254,0.0,4941
2025-02-15 08:00:00,0.038048977939688325,0.0,4941
2025-02-15 09:00:00,0.009107468123861567,0.0,4941
2025-02-15 10:00:00,0.008702691762801052,0.0,4941
2025-02-15 11:00:00,0.0030358227079538553,0.0,4941
2025-02-15 12:00:00,0.0016191054442420564,0.0,4941
2025-02-15 13:00:00,0.0028334345274235984,0.0,4941
2025-02-15 14:00:00,0.0032382108884841127,0.0,4941
2025-02-15 15:00:00,0.004654928152195912,0.0,4941
2025-02-15 16:00:00,0.0038453754300748835,0.0,4941
2025-02-15 17:00:00,0.006071645415907711,0.0,4941
2025-02-15 18:00:00,0.013357619914996965,0.0,4941
2025-02-15 19:00:00,0.023679417122040074,0.0,4941
2025-02-15 20:00:00,0.03420360250961344,0.0,4941
2025-02-15 21:00:00,0.0358227079538555,0.0,4941
2025-02-15 22:00:00,0.04796599878567092,0.0,4941
2025-02-15 23:00:00,0.04695405788301963,0.0,4941
2025-02-16 00:00:00,0.05059704513256426,0.0,4941
2025-02-16 01:00:00,0.06557377049180328,0.0,4941
2025-02-16 02:00:00,0.08378870673952642,0.0,4941
2025-02-16 03:00:00,0.10038453754300748,0.0,4941
2025-02-16 04:00:00,0.10848006476421777,0.0,4941
2025-02-16 05:00:00,0.0805504958510423,0.0,4941
2025-02-16 06:00:00,0.0720501922687715,0.0,4941
2025-02-16 07:00:00,0.023679417122040074,0.0,4941
2025-02-16 08:00:00,0.010321797207043109,0.0,4941
2025-02-16 09:00:00,0.002226269985832827,0.0,4941
2025-02-16 10:00:00,0.0006071645415907711,0.0,4941
2025-02-16 11:00:00,0.0010119409026512851,0.0,4941
2025-02-16 12:00:00,0.00020238818053025704,0.0,4941
2025-02-16 13:00:00,0.00020238818053025704,0.0,4941
2025-02-16 14:00:00,0.0,0.0,4941
2025-02-16 15:00:00,0.0,0.0,4941
2025-02-16 16:00:00,0.00020238818053025704,0.0,4941
2025-02-16 17:00:00,0.0034405990690143697,0.0,4941
2025-02-16 18:00:00,0.007285974499089253,0.0,4941
2025-02-16 19:00:00,0.011738514470754908,0.0,4941
2025-02-16 20:00:00,0.016595830803481076,0.0,4941
2025-02-16 21:00:00,0.019429265330904676,0.0,4941
2025-02-16 22:00:00,0.014167172637117992,0.0,4941
2025-02-16 23:00:00,0.012548067192875935,0.0,4941
2025-02-17 00:00:00,0.014571948998178506,0.0,4941
2025-02-17 01:00:00,0.018822100789313904,0.0,4941
2025-02-17 02:00:00,0.02934628617688727,0.0,4941
2025-02-17 03:00:00,0.04189435336976321,0.0013708019191226869,4941
2025-02-17 04:00:00,0.04654928152195912,0.001349527665317139,4941
2025-02-17 05:00:00,0.050799433313094514,0.0013306719893546241,4941
2025-02-17 06:00:00,0.04432301153612629,0.006531678641410842,4941
2025-02-17 07:00:00,0.0344059906901437,0.005398110661268556,4941
2025-02-17 08:00:00,0.029143897996357013,0.0,4941
2025-02-17 09:00:00,0.029548674357417527,0.0,4941
2025-02-17 10:00:00,0.028131957093705726,0.0,4941
2025-02-17 11:00:00,0.024286581663630843,0.0,4941
2025-02-17 12:00:00,0.020036429872495445,0.0,4941
2025-02-17 13:00:00,0.015988666261890307,0.0,4941
2025-02-17 14:00:00,0.016798218984011334,0.0,4941
2025-02-17 15:00:00,0.017405383525602103,0.0,4941
2025-02-17 16:00:00,0.014167172637117992,0.0,4941
2025-02-17 17:00:00,0.01639344262295082,0.0,4941
2025-02-17 18:00:00,0.01700060716454159,0.0,4941
2025-02-17 19:00:00,0.022667476219388787,0.0,4941
2025-02-17 20:00:00,0.024893746205221615,0.0,4941
2025-02-17 21:00:00,0.01700060716454159,0.0,4941
2025-02-17 22:00:00,0.02529852256628213,0.0,4941
2025-02-17 23:00:00,0.030965391621129327,0.0024052916416115455,4941
2025-02-18 00:00:00,0.03825136612021858,0.0,4941
2025-02-18 01:00:00,0.031572556162720096,0.003525264394829612,4941
2025-02-18 02:00:00,0.04189435336976321,0.002281802624073018,4941
2025-02-18 03:00:00,0.06557377049180328,0.02948920484465508,4941
2025-02-18 04:00:00,0.06739526411657559,0.038784067085953874,4941
2025-02-18 05:00:00,0.07832422586520947,0.06320081549439348,4941
2025-02-18 06:00:00,0.09208662214126695,0.11862745098039215,4941
2025-02-18 07:00:00,0.07791944950414896,0.09543147208121827,4941
2025-02-18 08:00:00,0.08884841125278284,0.13438735177865613,4941
2025-02-18 09:00:00,0.08075288403157256,0.11858495266567015,4941
2025-02-18 10:00:00,0.09977737300141672,0.1846739647786768,4941
2025-02-18 11:00:00,0.093705727585509,0.17189763399323996,4941
2025-02-18 12:00:00,0.0692167577413479,0.10632911392405066,4941
2025-02-18 13:00:00,0.07427646225460433,0.138,4941
2025-02-18 14:00:00,0.06800242865816636,0.11681056373793805,4941
2025-02-18 15:00:00,0.07427646225460433,0.13799901429275505,4941
2025-02-18 16:00:00,0.06840720501922688,0.13999999999999999,4941
2025-02-18 17:00:00,0.057478243270593,0.10894141829393628,4941
2025-02-18 18:00:00,0.06253794778384943,0.13045659809332663,4941
2025-02-18 19:00:00,0.07366929771301356,0.1806640625,4941
2025-02-18 20:00:00,0.0876340821696013,0.22957014643363252,4941
2025-02-18 21:00:00,0.054037644201578625,0.09616368286445012,4941
2025-02-18 22:00:00,0.06274033596437968,0.10510510510510511,4941
2025-02-18 23:00:00,0.05788301963165351,0.08713272543059777,4941
2025-02-19 00:00:00,0.052823315118397086,0.10327198364008179,4941
2025-02-19 01:00:00,0.05383525602104837,0.09994900560938295,4941
2025-02-19 02:00:00,0.06840720501922688,0.10526315789473682,4941
2025-02-19 03:00:00,0.071645415907711,0.10101991257892182,4941
2025-02-19 04:00:00,0.08399109492005667,0.12830188679245283,4941
2025-02-19 05:00:00,0.10402752479255212,0.19197836863452006,4941
2025-02-19 06:00:00,0.13134992916413682,0.311787072243346,4941
2025-02-19 07:00:00,0.15462456992511636,0.3900080580177276,4941
2025-02-19 08:00:00,0.18923294879579033,0.47493403693931396,4941
2025-02-19 09:00:00,0.18579234972677597,0.4744221295945434,4941
2025-02-19 10:00:00,0.20420967415502936,0.5494505494505495,4941
2025-02-19 11:00:00,0.1930783242258652,0.5188785046728972,4941
2025-02-19 12:00:00,0.16656547257640153,0.44950884086444004,4941
2025-02-19 13:00:00,0.1685893543817041,0.4727984344422701,4941
2025-02-19 14:00:00,0.17648249342238415,0.4996144949884349,4941
2025-02-19 15:00:00,0.16433920259056872,0.49013417521704816,4941
2025-02-19 16:00:00,0.15705322809147945,0.477982385908727,4941
2025-02-19 17:00:00,0.16170815624367538,0.48155493851646175,4941
2025-02-19 18:00:00,0.16312487350738716,0.4936708860759494,4941
2025-02-19 19:00:00,0.1845780206435944,0.48974943052391795,4941
2025-02-19 20:00:00,0.17931592794980772,0.45705521472392635,4941
2025-02-19 21:00:00,0.15907710989678203,0.4274322169059011,4941
2025-02-19 22:00:00,0.20036429872495445,0.45427728613569324,4941
2025-02-19 23:00:00,0.17364905889496055,0.38759689922480617,4941
2025-02-20 00:00:00,0.151183970856102,0.3321182665046578,4941
2025-02-20 01:00:00,0.14855292450920865,0.30944625407166126,4941
2025-02-20 02:00:00,0.14490993725966403,0.2608695652173913,4941
2025-02-20 03:00:00,0.1497672535923902,0.27376116978066617,4941
2025-02-20 04:00:00,0.16595830803481076,0.31235247836349334,4941
